# hex,owner,ladd — generated by scripts/gen-le-aircraft.py, do not edit
a287ff,CULLMAN POLICE DEPARTMENT,0
a2898d,BRISTOL VA POLICE DEPT,0
a28a56,U S BORDER PATROL,0
a28adf,CALIFORNIA HIGHWAY PATROL,0
a28b21,DALE COUNTY SHERIFF'S OFFICE  DALE COUNTY ALABAM,0
a28b9c,RICHLAND COUNTY SHERIFFS DEPARTMENT  OPERATIONS,0
a28bb6,DALE COUNTY SHERIFF OFFICE,0
a28ed8,DALE COUNTY SHERIFFS OFFICE,0
a28f6c,ST CLAIR COUNTY SHERIFFS DEPARTMENT,0
a291ac,BROWARD COUNTY SHERIFFS OFFICE,0
a2928f,DALE COUNTY SHERIFFS OFFICE,0
a292ea,SAN BERNARDINO COUNTY SHERIFF'S DEPARTMENT,0
a29324,DALE COUNTY SHERIFF OFFICE,0
a2945a,CALCASIEU PARISH POLICE JURY,0
a29500,DEPARTMENT OF HOMELAND SECURITY,0
a2957b,U S BORDER PATROL,0
a296db,SACRAMENTO COUNTY SHERIFFS DEPARTMENT,0
a298fe,DEPARTMENT OF HOMELAND SECURITY  CUSTOMS AND BOR,0
a299bb,FLORIDA HIGHWAY PATROL,0
a29cd1,BROWARD COUNTY SHERIFFS OFFICE,0
a29ce9,U S BORDER PATROL,0
a29d03,DALE COUNTY SHERIFFS OFFICE,0
a29d72,FLORIDA HIGHWAY PATROL,0
a29e49,DALE COUNTY SHERIFF OFFICE,0
a2a17a,LAS VEGAS METROPOLITAN POLICE DEPARTMENT,0
a2a20a,DEPARTMENT OF PUBLIC SAFETY  OFFICE OF STATE POL,1
a2a40e,NEW CASTLE COUNTY POLICE DEPARTMENT,0
a2a739,OKLA DEPT OF PUBLIC SAFETY OKLA HWY PATROL,0
a2a791,CITY OF MYRTLE BEACH POLICE DEPARTMENT,0
a2aa67,U S BORDER PATROL,0
a2aacc,GALLIA COUNTY SHERIFF'S OFFICE,0
a2b19d,DEPARTMENT OF HOMELAND SECURITY,0
a2b331,STATE OF ALASKA DEPARTMENT OF PUBLIC SAFETY,1
a2b58c,U S BORDER PATROL,0
a2b98c,STATE OF ALASKA DEPARTMENT OF PUBLIC SAFETY,1
a2c211,SACRAMENTO COUNTY SHERIFFS OFFICE,0
a2c381,DEPARTMENT OF HOMELAND SECURITY,0
a2c518,CULLMAN POLICE DEPT,0
a2c81f,U S BORDER PATROL,0
a2cd7e,VIRGINIA STATE POLICE,0
a2cef1,TENNESSEE DEPARTMENT OF SAFETY & HOMELAND SECURI,0
a2d1bf,NEW CASTLE COUNTY POLICE DEPT,0
a2d56c,AK-CHIN POLICE DEPARTMENT,0
a2d68a,PASCO COUNTY SHERIFFS OFFICE,1
a2d6fc,ST CHALRES PARISH SHERIFFS OFFICE,0
a2d707,KENTUCKY STATE POLICE,0
a2d91e,DEPARTMENT OF HOMELAND SECURITY,0
a2dabe,KENTUCKY STATE POLICE,0
a2dcda,ALACHUA COUNTY SHERIFFS OFFICE,0
a2dd7f,GRAND TRAVERSE COUNTY SHERIFFS OFFICE,0
a2ddf8,PASCO COUNTY SHERIFFS OFFICE,1
a2de75,KENTUCKY STATE POLICE,0
a2e0aa,BROWARD COUNTY SHERIFF'S OFFICE,0
a2e0c2,U S BORDER PATROL,0
a2e136,GRAND TRAVERSE COUNTY SHERIFFS OFFICE,0
a2e1af,MISSOURI STATE HIGHWAY PATROL,0
a2e22c,KENTUCKY STATE POLICE,0
a2e461,BROWARD COUNTY SHERIFF'S OFFICE,0
a2e479,U S BORDER PATROL,0
a2e4ed,GRAND TRAVERSE COUNTY SHERIFFS OFFICE,0
a2e522,CITRUS COUNTY SHERIFFS OFFICE,0
a2e8a4,GRAND TRAVERSE COUNTY SHERIFFS OFFICE,0
a2ec85,COUNTY OF SACRAMENTO  SACRAMENTO CO SHERIFF'S DE,0
a2ed47,WASHINGTON COUNTY SHERIFF DEPARTMENT,0
a2f08b,MISSOURI STATE HIGHWAY PATROL,0
a2f1e5,SARASOTA COUNTY SHERIFFS OFFICE,0
a2f592,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a2f637,OKLA DEPT OF PUBLIC SAFETY OKLA HWY PATROL,0
a2f8c8,DEPARTMENT OF HOMELAND SECURITY,0
a2f949,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a2f9ca,GWINNETT COUNTY POLICE DEPT,0
a2fd00,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a300b7,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a300d3,U S BORDER PATROL,0
a301a7,SOUTH KINGSTOWN POLICE DEPARTMENT,0
a30825,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a30842,HENRY COUNTY SHERIFFS OFFICE,1
a308cd,BREVARD COUNTY SHERIFFS OFFICE,1
a30956,CLAYTON COUNTY POLICE DEPARTMENT,0
a30bdc,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a30bf9,CLAYTON COUNTY POLICE DEPARTMENT,0
a30d0d,CITY OF PHILADELPHIA  C/O PHILADELPHIA POLICE AV,1
a30d54,DEPARTMENT OF HOMELAND SECURITY,0
a30f93,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a31021,WALKER COUNTY SHERIFF DEPT,0
a310c4,CITY OF PHILADELPHIA  C/O PHILADELPHIA POLICE AV,1
a3134a,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a31367,CLAYTON COUNTY POLICE DEPT,0
a31369,CITY OF EDINA MN POLICE DEPARTMENT,0
a313d8,WALKER COUNTY SHERIFF DEPT,0
a31701,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a3171e,CLAYTON COUNTY POLICE DEPT,0
a31744,KINGS COUNTY SHERIFFS OFFICE,0
a3178f,WALKER COUNTY SHERIFF DEPT,0
a317cd,KINGS COUNTY SHERIFF'S OFFICE,0
a31832,CLAYTON COUNTY POLICE DEPARTMENT,0
a31887,NORTH DAKOTA HIGHWAY PATROL,1
a31a6a,DALE COUNTY SHERIFFS OFFICE,0
a31bd5,STATE OF NEW JERSEY  DEPARTMENT OF LAW AND PUBLI,0
a31be9,SUFFOLK COUNTY POLICE DEPT,0
a31e37,CITY OF ONTARIO  POLICE DEPARTMENT AIR SUPPORT U,1
a31ed5,COMMONWEALTH OF VIRGINIA  DEPARTMENT OF STATE PO,0
a3209a,PUTNAM COUNTY SHERIFF'S DEPARTMENT,0
a320ab,VILLAGE OF PLOVER POLICE DEPARTMENT,0
a3249d,HARRISON COUNTY SHERIFFS DEPARTMENT,0
a326c3,AK-CHIN POLICE DEPARTMENT,0
a32aab,U S BORDER PATROL,0
a32b34,NORTH CAROLINA STATE HIGHWAY PATROL,0
a32c0b,HARRIS COUNTY SHERIFF'S OFFICE,0
a32eeb,NC HIGHWAY PATROL,0
a32f4f,MIAMI-DADE SHERIFF'S OFFICE,0
a32f77,CITY OF TUCSON POLICE DEPARTMENT,0
a32fc2,HARRISON COUNTY SHERIFFS DEPARTMENT,1
a3323a,WASHINGTON STATE PATROL,0
a33306,MIAMI-DADE SHERIFF'S OFFICE,0
a3335f,WASHINGTON STATE PATROL  AVIATION SECTION,0
a33377,SAN BERNARDINO COUNTY SHERIFFS AVIATION DIVISION,0
a3364d,WAYNE COUNTY SHERIFFS OFFICE,0
a336bd,MIAMI-DADE SHERIFFS OFFICE,0
a336e5,CITY OF TUCSON POLICE DEPARTMENT,0
a3372e,SAN BERNARDIINO COUNTY SHERIFFS DEPT,0
a33a74,MIAMI-DADE SHERIFFS OFFICE,0
a33ae5,SAN BERNARDINO COUNTY SHERIFFS AVIATION DIVISION,0
a33dbb,ROBESON COUNTY SHERIFFS OFFICE,0
a33dc7,CALIFORNIA HIGHWAY PATROL,0
a33e07,LEON COUNTY SHERIFFS OFFICE,0
a33e2b,MIAMI-DADE SHERIFFS OFFICE,0
a33e9c,SAN BERNARDINO COUNTY SHERIFFS DEPT,0
a341e2,MIAMI-DADE SHERIFFS OFFICE,0
a34253,SAN BERNARDINO COUNTY SHERIFF DEPT,0
a344e5,DEPARTMENT OF HOMELAND SECURITY,0
a34a8b,AK-CHIN POLICE DEPARTMENT,0
a34b45,OHIO DEPARTMENT OF PUBLIC SAFETY  OHIO STATE HIG,0
a34bac,US MARSHALS SERVICE JUSTICE PRISONER &  ALIEN TR,0
a34c19,ALABAMA DEPT OF PUBLIC SAFETY,0
a34cb1,YELLOWSTONE COUNTY SHERIFF OFFICE,0
a34efc,NC HIGHWAY PATROL,0
a34fd3,HARRIS COUNTY SHERIFFS OFFICE,0
a34fe1,STATE OF MICHIGAN  DEPARTMENT OF STATE POLICE,0
a350c6,MONTPELIER POLICE,0
a3524f,SAN DIEGO COUNTY SHERIFF DEPT,0
a355c9,BRUNSWICK COUNTY SHERIFFS OFFICE,0
a3566a,CALIFORNIA HIGHWAY PATROL,0
a35e18,PASCO COUNTY SHERIFFS OFFICE,1
a36111,PASCO SHERIFFS OFFICE,0
a3618f,NORTH CAROLINA STATE HIGHWAY PATROL,0
a36546,NORTH CAROLINA HIGHWAY PATROL,0
a36811,FULTON COUNTY POLICE HEADQUARTERS,0
a368fd,NORTH CAROLINA HIGHWAY PATROL,0
a3693d,PASCO COUNTY SHERIFFS OFFICE,1
a36968,SAN DIEGO COUNTY SHERIFF DEPARTMENT,0
a369b9,PALM BEACH COUNTY SHERIFFS DEPARTMENT,0
a36f0d,NORTH CAROLINA HIGHWAY PATROL,0
a37285,WILMINGTON POLICE DEPARTMENT,0
a3767b,NORTH CAROLINA HIGHWAY PATROL,0
a37799,DEPARTMENT OF HOMELAND SECURITY,0
a378bb,VENTURA COUNTY SHERIFFS DEPARTMENT,0
a37a32,NORTH CAROLINA HIGHWAY PATROL,0
a37de9,NORTH CAROLINA HIGHWAY PATROL,0
a384ce,U S BORDER PATROL,0
a384d7,STATE OF ALASKA  DEPARTMENT OF PUBLIC SAFETY,1
a38744,U S DEPARTMENT OF HOMELAND SECURITY  U S CUSTOMS,0
a389a2,SAN ANTONIO POLICE DEPARTMENT,0
a38c0b,AK-CHIN POLICE DEPARTMENT,0
a38ff3,U S BORDER PATROL,0
a3917e,TEXAS DEPARTMENT OF PUBLIC SAFETY,0
a39552,COMMONWEALTH OF VIRGINIA  DEPARTMENT OF STATE PO,0
a3961d,COWETA COUNTY SHERIFF'S OFFICE,0
a39718,CITY OF OAKLAND  POLICE DEPARTMENT HELICOPTER UN,0
a39cc5,POLK COUNTY SHERIFF OFFICE,0
a39f1b,VENTURA COUNTY SHERIFFS DEPARTMENT,0
a39f96,DEPARTMENT OF HOMELAND SECURITY,0
a3a255,DELAWARE STATE POLICE,0
a3a3f5,DEPARTMENT OF HOMELAND SECURITY,0
a3a9f4,PARK COUNTY SHERIFFS OFFICE,0
a3ac1c,AK-CHIN POLICE DEPARTMENT,0
a3af7f,DEPARTMENT OF HOMELAND SECURITY,0
a3b51b,ERIE COUNTY SHERIFFS OFFICE,0
a3b741,AK-CHIN POLICE DEPARTMENT,0
a3b772,U S BORDER PATROL,0
a3b8d2,ERIE COUNTY SHERIFFS OFFICE,0
a3bcd1,COMMONWEALTH OF VIRGINIA  DEPARTMENT OF STATE PO,0
a3be97,CITY OF OMAHA  OMAHA POLICE DEPARTMENT,0
a3c1c2,CALIFORNIA HIGHWAY PATROL,0
a3c633,DEPARTMENT OF HOMELAND SECURITY,0
a3c6e5,YELLOWSTONE COUNTY SHERIFFS OFFFICE,0
a3d12a,CITY OF BETHLEHEM POLICE DEPT,0
a3def1,U S BORDER PATROL,0
a3e372,MISSISSIPPI COUNTY SHERIFFS DEPARTMENT,0
a3e4d0,ALACHUA COUNTY SHERIFF,0
a3e54c,PHOENIX POLICE,0
a3e5ee,CITY OF MEMPHIS POLICE DEPARTMENT,0
a3e5f1,MISSISSIPPI DEPARTMENT OF PUBLIC SAFETY,0
a3e758,STANISLAUS COUNTY SHERIFFS DEPARTMENT,0
a3e89c,ARIZONA DEPARTMENT OF PUBLIC SAFETY,0
a3e9a8,MISSISSIPPI DEPARTMENT OF PUBLIC SAFETY,0
a3ec6f,U S BORDER PATROL,0
a3ed84,SUFFOLK COUNTY POLICE DEPARTMENT,0
a3f29a,WASHINGTON STATE PATROL  AVIATION SECTION,0
a3f372,US DEPARTMENT OF HOMELAND SECURITY  US CUSTOMS &,0
a3f4f2,SUFFOLK COUNTY POLICE DEPARTMENT,0
a3f547,LOUISIANA STATE POLICE,1
a3f66c,US DEPARTMENT OF HOMELAND SECURITY  US CUSTOMS &,0
a3f68b,KERN COUNTY SHERIFFS DEPARTMENT,0
a3f7bc,DESOTO PARISH SHERIFF OFFICE,0
a3f8fe,LOUISIANA STATE POLICE,1
a3fa65,DEPARTMENT OF HOMELAND SECURITY,0
a3fa88,DEPARTMENT OF HOMELAND SECURITY,0
a3fb1a,AK-CHIN POLICE DEPARTMENT,0
a3fc14,LAKE COUNTY INDIANA  C/O LAKE COUNTY SHERIFF'S D,1
a3fcb5,LOUISIANA DEPARTMENT OF PUBLIC SAFETY,1
a4006c,LOUISIANA DEPARTMENT OF PUBLIC SAFETY  STATE POL,1
a40384,COLLIER COUNTY SHERIFFS OFFICE,0
a403fe,PALM BEACH COUNTY SHERIFFS OFFICE,0
a406bb,PHOENIX POLICE DEPARTMENT  AIR SUPPORT UNIT,0
a40b91,KENTUCKY STATE POLICE,0
a40bcf,COMMONWEALTH OF VIRGINIA  DEPT OF STATE POLICE,0
a41146,STATE OF NEW YORK  DIVISION OF STATE POLICE,0
a411c2,TEXAS DEPARTMENT OF PUBLIC SAFETY,0
a414fd,STATE OF NEW YORK DIVISION OF STATE POLICE,0
a417a5,U S BORDER PATROL,0
a41e9b,CITY OF COVINGTON  COVINGTON POLICE DEPARTMENT,0
a423ca,STATE OF NEW HAMPSHIRE DEPT OF SAFETY  DIVISION,0
a42434,NEW HAMPSHIRE STATE POLICE,0
a427c6,PALM BEACH COUNTY SHERIFFS OFFICE,0
a42eba,CITY OF OXFORD ALABAMA POLICE DEPARTMENT,0
a43488,OKLAHOMA DEPARTMENT OF PUBLIC SAFETY,1
a4356b,DEPARTMENT OF HOMELAND SECURITY,0
a437d9,CITY OF BAKERSFIELD CALIFORNIA  POLICE DEPT,1
a43834,HENRY COUNTY SHERIFF'S OFFICE,0
a43dab,U S DEPARTMENT OF HOMELAND SECURITY  U S CUSTOMS,0
a43f25,CANADIAN COUNTY SHERIFFS OFFICE,0
a43fa2,HENRY COUNTY SHERIFFS OFFICE,0
a44021,NEBRASKA STATE PATROL,0
a442dc,CANADIAN COUNTY SHERIFFS OFFICE,0
a44359,HENRY COUNTY SHERIFF'S OFFICE,0
a44466,TEXAS DEPT. OF PUBLIC SAFETY,0
a44710,HENRY COUNTY SHERIFF'S OFFICE,0
a449d6,HENRY COUNTY SHERIFF'S OFFICE,0
a45c07,OKLAHOMA DEPARTMENT OF PUBLIC SAFETY,0
a45c61,MARYLAND STATE POLICE AVIATION COMMAND,0
a46018,MARYLAND STATE POLICE AVIATION COMMAND,0
a46095,PINAL COUNTY SHERIFF'S OFFICE,0
a4612a,YELLOWSTONE COUNTY SHERIFF OFFICE,0
a46140,DEPARTMENT OF HOMELAND SECURITY,1
a462bb,AK-CHIN POLICE DEPARTMENT,0
a463cf,MARYLAND STATE POLICE AVIATION COMMAND,0
a4644c,PINAL COUNTY SHERIFF'S OFFICE,0
a46786,MARYLAND STATE POLICE AVIATION COMMAND,0
a46803,PINAL COUNTY SHERIFF'S OFFICE,0
a46811,STATE OF MICHIGAN DEPARTMENT OF STATE POLICE  DE,0
a46b3d,MARYLAND STATE POLICE AVIATION COMMAND,0
a46ef4,MARYLAND STATE POLICE AVIATION COMMAND,0
a472ab,MARYLAND STATE POLICE AVIATION COMMAND,0
a47662,MARYLAND STATE POLICE AVIATION COMMAND,0
a47a19,MARYLAND STATE POLICE AVIATION COMMAND,0
a47a95,ST CHARLES PARISH SHERIFFS OFFICE,0
a47dd0,MARYLAND STATE POLICE AVIATION COMMAND,0
a47e4c,ST CHARLES PARISH SHERIFFS OFFICE,0
a482e1,SALT RIVER POLICE DEPARTMENT,0
a4833b,ARKANSAS STATE POLICE,0
a483e0,MARYLAND STATE POLICE AVIATION COMMAND,0
a48467,STATE OF ARKANSAS  ARKANSAS STATE POLICE,0
a48797,MARYLAND STATE POLICE AVIATION COMMAND,0
a4906a,DEPARTMENT OF HOMELAND SECURITY  CUSTOMS AND BOR,0
a490b0,DEPARTMENT OF HOMELAND SECURITY  CUSTOMS & BORDE,0
a490d3,DEPARTMENT OF HOMELAND SECURITY  CUSTOMS AND BOR,1
a490f6,DEPARTMENT OF HOMELAND SECURITY  CUSTOMS AND BOR,1
a4913c,DEPARTMENT OF HOMELAND SECURITY  CUSTOMS AND BOR,0
a4915f,DEPARTMENT OF HOMELAND SECURITY  CUSTOMS AND BOR,0
a49182,DEPT OF HOMELAND SECURITY CUSTOMS & BORDER  PROT,0
a4933d,SALINA COUNTY SHERIFFS DEPT,0
a493fe,DEPARTMENT OF HOMELAND SECURITY  CUSTOMS AND BOR,0
a4948a,DEPARTMENT OF HOMELAND SECURITY  CUSTOMS AND BOR,0
a494d0,DEPARTMENT OF HOMELAND SECURITY  CUSTOMS AND BOR,0
a494f3,DEPARTMENT OF HOMELAND SECURITY  CUSTOMS & BORDE,0
a49539,DEPARTMENT OF HOMELAND SECURITY  CUSTOMS AND BOR,0
a497d8,US DEPARTMENT OF HOMELAND SECURITY  US CUSTOMS &,0
a4981e,US DEPARTMENT OF HOMELAND SECURITY  US CUSTOMS &,0
a49b6c,DEPARTMENT OF HOMELAND SECURITY,0
a49f5c,LIMESTONE COUNTY SHERIFF DEPT,0
a49f69,US DEPARTMENT OF HOMELAND SECURITY  US CUSTOMS &,0
a49f6f,COUNTY OF MERCED SHERIFF'S DEPT,0
a4a2da,US DEPARTMENT OF HOMELAND SECURITY  US CUSTOMS &,0
a4a343,US DEPARTMENT OF HOMELAND SECURITY  US CUSTOMS &,0
a4a691,US DEPARTMENT OF HOMELAND SECURITY  US CUSTOMS &,0
a4a924,STATE OF NEW JERSEY  NEW JERSEY STATE POLICE AVI,0
a4abda,SAN BERNADINO COUNTY SHERIFFS OFFICE,0
a4ac24,COMMONWEALTH OF VIRGINA DEPT OF STATE POLICE,0
a4b107,ST JOHNS COUNTY SHERIFF OFFICE,1
a4b179,MIAMI-DADE SHERIFFS OFFICE,0
a4b187,NORTH CAROLINA STATE HIGHWAY PATROL,0
a4b1f6,CONNECTICUT STATE POLICE  AVIATION SECTION,1
a4b4da,JEFFERSON COUNTY SHERIFFS OFFICE,0
a4b53e,NORTH CAROLINA STATE HIGHWAY PATROL,0
a4b558,CITY OF OMAHA  OMAHA POLICE DEPARTMENT,0
a4b5ad,CONNECTICUT STATE POLICE  AVIATION SECTION,0
a4b8e7,MIAMI-DADE POLICE DEPT,0
a4b8f5,NORTH CAROLINA STATE HIGHWAY PATROL,0
a4b960,UNITED STATES CUSTOMS AND BORDER PROTECTION  NAT,0
a4bae2,DEPARTMENT OF HOMELAND SECURITY  US CUSTOMS AND,0
a4bcac,NORTH CAROLINA STATE HIGHWAY PATROL,0
a4bef8,U S DEPT OF HOMELAND SECURITY  U S CUSTOMS & BOR,0
a4c063,NORTH CAROLINA STATE HIGHWAY PATROL,0
a4c07b,PALM BEACH COUNTY SHERIFFS OFFICE,0
a4c0f3,TEXAS DEPARTMENT OF PUBLIC SAFETY,0
a4c246,U S DEPT OF HOMELAND SECURITY  U S CUSTOMS & BOR,0
a4c32b,CALCASIEU PARISH POLICE JURY  MOSQUITO CONTROL,0
a4c41a,NORTH CAROLINA STATE HIGHWAY PATROL,0
a4c434,CHARLOTTE-MECKLENBURG POLICE DEPT,1
a4c670,U S DEPT OF HOMELAND SECURITY  U S CUSTOMS & BOR,0
a4c6d7,COUNTY OF CONTRA COSTA  OFFICE OF THE SHERIFF,1
a4c6f0,SAN JOSE POLICE DEPARTMENT,0
a4c6f1,JEFFERSON COUNTY SHERIFFS OFFICE,0
a4c72a,SARASOTA COUNTY SHERIFFS OFFICE,0
a4c76e,ORANGE COUNTY SHERIFF,0
a4c785,ORANGE COUNTY SHERIFFS OFFICE,0
a4c794,KING COUNTY SHERIFFS OFFICE,0
a4c7a8,ORANGE COUNTY SHERIFFS OFFICE,0
a4c7d1,NC HIGHWAY PATROL,0
a4c7d9,ORANGE COUNTY SHERIFF'S OFFICE,0
a4c7e0,ALACHUA COUNTY SHERIFF,0
a4c7e5,NEW YORK CITY POLICE AVIATION UNIT,0
a4c7f5,JEFFERSON COUNTY SHERIFFS OFFICE,0
a4c81b,ALACHUA COUNTY SHERIFF,0
a4c834,SANTA BARBARA SHERIFFS DEPT,0
a4c840,DELAWARE STATE POLICE,0
a4c843,STATE OF INDIANA  INDIANA STATE POLICE,1
a4c877,JEFFERSON COUNTY SHERIFFS OFFICE,0
a4cb16,CALIFORNIA HIGHWAY PATROL,0
a4cb7a,MIAMI-DADE SHERIFF'S OFFICE,0
a4cb88,NORTH CAROLINA STATE HIGHWAY PATROL,0
a4cbed,COUNTY OF SANTA CLARA  OFFICE OF THE SHERIFF  AI,0
a4cf31,MIAMI-DADE SHERIFF'S OFFICE,0
a4cf3f,NORTH CAROLINA STATE HIGHWAY PATROL,0
a4d240,MEMPHIS POLICE DEPARTMENT,0
a4d452,DEPARTMENT OF HOMELAND SECURITY,0
a4d4d2,HENNEPIN COUNTY SHERIFFS OFFICE,0
a4d54f,NORTH CAROLINA STATE HIGHWAY PATROL,0
a4d98e,CITY OF TAMPA POLICE DEPARTMENT,1
a4db92,GEORGIA DEPT OF PUBLIC SAFETY,0
a4dc0f,VENTURA COUNTY SHERIFFS DEPARTMENT,0
a4dc24,DEPARTMENT OF HOMELAND SECURITY,0
a4dd4d,BERNAILILLO COUNTY SHERIFFS OFFICE,0
a4dd6c,COUNTY OF VENTURA SHERIFFS OFFICE,0
a4e019,HILLSBOROUGH COUNTY SHERIFFS OFFICE,0
a4e940,STATE OF ALASKA  DEPARTMENT OF PUBLIC SAFETY,1
a4eb1c,HENNEPIN COUNTY SHERIFFS OFFICE,0
a4f149,KEARNEY POLICE DEPARTMENT,0
a4f5e8,DUNWOODY POLICE DEPARTMENT,0
a4f670,DEPARTMENT OF HOMELAND SECURITY,0
a4f7ef,MONTPELIER POLICE,0
a4f8af,MONTPELIER POLICE DEPARTMENT,0
a4fe7c,STATE OF ALASKA  DEPARTMENT OF PUBLIC SAFETY,1
a4ff6f,DEPARTMENT OF HOMELAND SECURITY,0
a500f4,KENTUCKY STATE POLICE,0
a50351,KING COUNTY SHERIFFS OFFICE,0
a5085e,UNITED STATES CUSTOMS AND BORDER PROTECTION  OFF,0
a50e9f,CITY OF PORTLAND  PORTLAND POLICE BUREAU,0
a50efd,JACKSON COUNTY SHERIFFS OFFICE,0
a50f7b,JACKSON POLICE DEPARTMENT,1
a515ac,STATE OF OREGON  OREGON STATE POLICE,0
a5173e,STATE OF NEW YORK  DIVISION OF STATE POLICE,0
a51e51,NEW YORK CITY POLICE AVIATION UNIT,0
a51e57,NEW YORK CITY POLICE DEPARTMENT,0
a51eac,ARKANSAS STATE POLICE,0
a51eec,VENTURA COUNTY SHERIFFS DEPARTMENT,0
a52259,PINELLAS COUNTY SHERIFFS OFFICE,0
a52353,CHARLESTON COUNTY SHERIFFS OFFICE,0
a52431,STATE OF LOUISIANA  DEPARTMENT OF PUBLIC SAFETY,0
a524dd,TEXAS DEPARTMENT OF PUBLIC SAFETY,0
a5286f,UNITED STATES CUSTOMS AND BORDER PROTECTION  OFF,0
a52bcf,STATE OF NEW YORK  DIVISION OF STATE POLICE,1
a534b4,DEPARTMENT OF HOMELAND SECURITY,0
a534d3,HOOD RIVER COUNTY SHERIFF'S OFFICE  STATE OF ORE,0
a539b4,MICHIGAN DEPARTMENT OF STATE POLICE,0
a53eb0,SUFFOLK COUNTY SHERIFFS OFFICE,0
a54be6,CITY OF OAKLAND POLICE DEPARTMENT HELICOPTER UNI,0
a54dfb,COLLIER COUNTY SHERIFFS OFFICE,0
a54f9d,BATON ROUGE POLICE DEPARTMENT,0
a5520e,ALAMEDA COUNTY SHERIFFS OFFICE,0
a55354,DESOTO PARISH SHERIFF OFFICE,0
a5567f,CALIFORNIA HIGHWAY PATROL  OFFICE OF AIR OPERATI,0
a55b17,DELAWARE STATE POLICE,0
a55d3d,IOWA STATE PATROL,0
a55f4a,NEW CASTLE COUNTY POLICE DEPARTMENT (DE),0
a57013,MARSHALL COUNTY SHERIFF DEPT,0
a57161,KENTUCKY STATE POLICE,0
a58178,FULTON COUNTY SHERIFFS OFFICE,0
a58241,COUNTY OF SUFFOLK POLICE DEPARTMENT,0
a582a3,DEPARTMENT OF PUBLIC SAFETY OF THE STATE OF TEXA,0
a5852f,FULTON COUNTY SHERIFFS OFFICE,0
a585f8,CHARLOTTE MECKLENBURG POLICE DEPARTMENT,1
a58923,DEPT OF CALIFORNIA HIGHWAY PATROL,0
a590d3,COLLIER COUNTY SHERIFFS OFFICE,0
a598e0,KENTUCKY STATE POLICE,0
a599b3,STATE OF ARIZONA  ARIZONA DEPT OF PUBLIC SAFETY,0
a59d6a,STATE OF ARIZONA  ARIZONA DEPT OF PUBLIC SAFETY,0
a5a0a4,STATE OF MICHIGAN  DEPARTMENT OF STATE POLICE  A,0
a5a121,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a5a4d8,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a5a88f,STATE OF ARIZONA  ARIZONA DEPARTMENTOF PUBLIC SA,0
a5ac46,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a5affd,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a5b045,GEORGIA DEPT OF PUBLIC SAFETY,0
a5b0fb,MONROE COUNTY SHERIFFS OFFICE,0
a5b114,NEW CASTLE COUNTY POLICE DEPT,0
a5b3b4,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a5b76b,ARIZONA DEPARTMENT OF PUBLIC SAFETY,0
a5b869,MONROE COUNTY SHERIFFS OFFICE,0
a5b882,NEW CASTLE COUNTY POLICE DEPT,0
a5b948,WINDWARD AVIATION INC  MAUI POLICE DEPARTMENT,0
a5bb22,STATE OF ARIZONA  ARIZONA DEPARTMENT OF PUBLIC S,0
a5bc20,MONROE COUNTY SHERIFFS OFFICE,0
a5bc39,NEW CASTLE COUNTY POLICE DEPT,0
a5c249,NEW CASTLE COUNTY POLICE DEPT,0
a5c550,FORT BEND COUNTY SHERIFFS OFFICE,0
a5c600,NEW CASTLE COUNTY POLICE DEPT,0
a5c6a4,DEPARTMENT OF HOMELAND SECURITY,1
a5c8bd,CITRUS COUNTY SHERIFF'S OFFICE,0
a5c9b7,NEW CASTLE COUNTY POLICE DEPT,0
a5ca5b,DEPARTMENT OF HOMELAND SECURITY,1
a5ccbe,FORT BEND COUNTY SHERIFFS OFFICE,0
a5cd6e,NEW CASTLE COUNTY POLICE DEPT,0
a5ce12,DEPARTMENT OF HOMELAND SECURITY,1
a5d125,NEW CASTLE COUNTY POLICE DEPT,0
a5d1c9,DEPARTMENT OF HOMELAND SECURITY,1
a5d4dc,NEW CASTLE COUNTY POLICE DEPT,0
a5d580,DEPARTMENT OF HOMELAND SECURITY,1
a5d893,NEW CASTLE COUNTY POLICE DEPT,0
a5d937,DEPARTMENT OF HOMELAND SECURITY,1
a5dc4a,NEW CASTLE COUNTY POLICE DEPT,0
a5dcee,DEPARTMENT OF HOMELAND SECURITY,1
a5df8f,UTAH HIGHWAY PATROL,0
